#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -0.788     0.04343        2.15      0.1629     0.01629
      0.5563      -1.042     0.04343         3.6     0.09078    0.009078
      0.6532      -1.112     0.04343         4.5     0.07734    0.007734
      0.7634      -1.246     0.04343         5.8     0.05678    0.005678
      0.8976      -1.046     0.04343         7.9     0.09005    0.009005
       1.204      -0.647     0.04343          16      0.2254     0.02254
        1.38      -0.622     0.04343          24      0.2388     0.02388
           2      0.6691     0.04343         100       4.668      0.4668
       2.204      0.9576     0.04343         160        9.07       0.907
       2.398      0.8979      0.0596         250       7.906       1.085
       2.544      0.6255       0.109         350       4.222        1.06
       5.301      -1.958      0.1008       2e+05     0.01101    0.002556
