#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.736     0.04343        2.15     0.01837    0.001837
      0.5563        -1.7     0.04343         3.6     0.01993    0.001993
      0.6532      -1.775     0.04343         4.5     0.01677    0.001677
      0.7634      -1.909     0.04343         5.8     0.01233    0.001233
      0.8976      -1.843     0.04343         7.9     0.01436    0.001436
       1.204     -0.8735     0.04343          16      0.1338     0.01338
        1.38     -0.9069     0.04343          24      0.1239     0.01239
           2      0.5314     0.04796         100       3.399      0.3754
       2.204      0.5868     0.08674         160       3.861      0.7712
       2.398      0.8062     0.06195         250         6.4      0.9129
       5.301      -1.733     0.06808       2e+05      0.0185      0.0029
