#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.764     0.04343        2.15     0.01722    0.001722
      0.5563      -1.421     0.04343         3.6     0.03794    0.003794
      0.6532      -1.347     0.04343         4.5     0.04497    0.004497
      0.7634      -1.273     0.04343         5.8     0.05333    0.005333
      0.8976      -1.422     0.04343         7.9     0.03782    0.003782
       1.204      -1.041     0.04343          16     0.09095    0.009095
        1.38      -0.298     0.04343          24      0.5035     0.05035
           2      0.8845     0.04343         100       7.665      0.7665
       2.204       1.383     0.04343         160       24.13       2.413
       2.398       1.579     0.04343         250        37.9        3.79
       2.544        1.63     0.04343         350       42.62       4.262
       2.699       1.059      0.1467         500       11.44       3.865
       2.929      0.7956      0.1193         850       6.246       1.716
       3.064      0.4878      0.1064        1160       3.075      0.7536
       5.301     -0.8996     0.04343       2e+05       0.126      0.0126
