#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.232     0.04343        2.15     0.05861    0.005861
      0.5563      -1.445     0.04343         3.6     0.03591    0.003591
      0.6532      -1.523     0.04343         4.5     0.02996    0.002996
      0.7634      -1.663     0.04343         5.8     0.02173    0.002173
      0.8976      -1.444     0.04343         7.9       0.036      0.0036
       1.204      -1.002     0.04343          16     0.09965    0.009965
        1.38      -1.062     0.04343          24     0.08675    0.008675
           2      0.1532      0.1051         100       1.423      0.3443
       2.204      0.6448     0.06871         160       4.414      0.6984
       2.398      0.6328      0.1066         250       4.294       1.054
       5.301      -2.247      0.2084       2e+05     0.00566    0.002716
