#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324        -2.5     0.04343        2.15    0.003162   0.0003162
      0.5563      -2.169     0.04343         3.6    0.006773   0.0006773
      0.6532      -1.971     0.04343         4.5     0.01069    0.001069
      0.7634       -1.87     0.04343         5.8     0.01348    0.001348
      0.8976      -1.734     0.04343         7.9     0.01845    0.001845
        1.38      -1.258     0.06202          24     0.05524    0.007889
       2.204      0.5277      0.1245         160       3.371      0.9663
       2.398      0.9484      0.1304         250        8.88       2.666
       2.699       1.035      0.1652         500       10.83       4.119
       5.301      -1.686     0.06535       2e+05      0.0206      0.0031
