#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324       -1.14     0.04343        2.15     0.07244    0.007244
      0.5563       -1.06     0.04343         3.6     0.08719    0.008719
      0.6532      -1.121     0.04343         4.5     0.07573    0.007573
      0.7634      -1.273     0.04343         5.8     0.05336    0.005336
      0.8976      -1.312     0.04343         7.9     0.04871    0.004871
       1.204     -0.7469     0.04343          16      0.1791     0.01791
        1.38     -0.7724     0.04343          24      0.1689     0.01689
           2      0.2029      0.1059         100       1.595      0.3889
       2.204      0.6969     0.08854         160       4.976       1.015
       2.398       1.026     0.05399         250       10.61       1.319
       2.544      0.9121     0.09277         350       8.168       1.745
       2.699      0.7516      0.2036         500       5.645       2.647
       5.301      -1.484     0.04369       2e+05      0.0328      0.0033
