#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.496     0.04343        2.15     0.03192    0.003192
      0.5563      -1.375     0.04343         3.6     0.04218    0.004218
      0.6532      -1.505     0.04343         4.5     0.03127    0.003127
      0.7634      -1.545     0.04343         5.8     0.02853    0.002853
      0.8976      -1.627     0.04343         7.9     0.02361    0.002361
       1.204     -0.7029     0.04343          16      0.1982     0.01982
        1.38     -0.5909     0.04343          24      0.2565     0.02565
           2      0.5121     0.04544         100       3.252      0.3402
       2.204      0.8267     0.04835         160        6.71       0.747
       2.398      0.9203     0.08763         250       8.324        1.68
       2.544      0.9238      0.1236         350       8.391       2.387
       5.301      -1.777     0.07022       2e+05      0.0167      0.0027
