#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.612     0.04343        2.15     0.02443    0.002443
      0.5563      -1.534     0.04343         3.6     0.02926    0.002926
      0.6532      -1.692     0.04343         4.5     0.02031    0.002031
      0.7634      -1.743     0.04343         5.8     0.01806    0.001806
      0.8976      -1.873     0.04343         7.9      0.0134     0.00134
       1.204      -1.002     0.04343          16     0.09964    0.009964
        1.38     -0.8441     0.04343          24      0.1432     0.01432
           2      0.4418     0.05549         100       2.766      0.3534
       2.204      0.5971      0.1007         160       3.955      0.9168
       5.301      -2.036      0.1155       2e+05    0.009207    0.002448
