#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.176     0.04343        2.15    0.006668   0.0006668
      0.5563      -1.875     0.04343         3.6     0.01332    0.001332
      0.6532      -1.813     0.04343         4.5     0.01539    0.001539
      0.7634      -1.877     0.04343         5.8     0.01326    0.001326
      0.8976      -1.863     0.04343         7.9     0.01372    0.001372
       1.204      -1.412      0.1006          16     0.03875    0.008975
        1.38     -0.9076     0.04343          24      0.1237     0.01237
           2      0.2657     0.06984         100       1.844      0.2965
       2.204      0.6001     0.09815         160       3.982      0.8998
       2.398      0.7746      0.1726         250       5.951       2.365
       5.301      -1.708     0.06204       2e+05      0.0196      0.0028
