#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.812     0.04343        2.15     0.01542    0.001542
      0.5563      -1.873     0.04343         3.6     0.01341    0.001341
      0.6532      -2.025     0.04343         4.5    0.009437   0.0009437
      0.7634      -2.014     0.04343         5.8    0.009692   0.0009692
      0.8976      -2.155     0.04343         7.9    0.006993   0.0006993
       1.204      -1.508      0.0891          16     0.03101    0.006362
        1.38      -1.333     0.04343          24     0.04641    0.004641
           2      0.1311      0.1209         100       1.352      0.3763
       2.204      0.3581      0.1988         160       2.281       1.044
       5.301       -2.19       0.169       2e+05    0.006457    0.002513
