#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324        -1.7     0.04343        2.15     0.01995    0.001995
      0.5563      -1.462     0.04343         3.6     0.03453    0.003453
      0.6532      -1.465     0.04343         4.5     0.03431    0.003431
      0.7634      -1.574     0.04343         5.8     0.02666    0.002666
      0.8976      -1.497     0.04343         7.9     0.03185    0.003185
       1.204     -0.7385     0.04343          16      0.1826     0.01826
        1.38      -0.806     0.04343          24      0.1563     0.01563
           2      0.5159     0.04858         100        3.28      0.3669
       2.204      0.6963     0.07209         160        4.97      0.8249
       2.398      0.5829      0.1358         250       3.828       1.197
       5.301       -1.92     0.09344       2e+05     0.01201    0.002584
