#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.8976      -2.405      -2.405         7.9    0.001908    0.001012
       1.204       7.301       7.301          16         -99       1e+07
        1.38       7.301       7.301          24         -99       1e+07
           2      0.5658      0.5658         100       1.142       1.269
       2.204      0.6673      0.6673         160   1.745e-05       2.324
       2.398        10.3        10.3         250         -99       1e+10
       2.544        10.3        10.3         350         -99       1e+10
       2.699        10.3        10.3         500         -99       1e+10
       2.929        10.3        10.3         850         -99       1e+10
       3.064        10.3        10.3        1160         -99       1e+10
