#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.7634      -3.058      -3.058         5.8   -0.000406     0.00064
      0.8976       -2.58       -2.58         7.9    0.001073    0.000778
       1.204       7.301       7.301          16         -99       1e+07
           2     0.06839     0.06839         100      0.1737      0.4984
       2.204      0.4856      0.4856         160   1.745e-05        1.53
       2.398      0.7469      0.7469         250      0.1103       2.737
       2.544       1.082       1.082         350   2.905e-07       6.036
       2.699       1.225       1.225         500       3.107        6.85
       2.929        10.3        10.3         850   5.194e-42       1e+10
       3.064      0.2438      0.2438        1160    2.13e-10      0.8765
       5.301      -2.038      -2.038       2e+05    0.003104    0.003031
