#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324       -1.64     0.04343        2.15     0.02291    0.002291
      0.5563      -1.599     0.04343         3.6      0.0252     0.00252
      0.6532      -1.768     0.04343         4.5     0.01708    0.001708
      0.7634      -1.769     0.04343         5.8     0.01701    0.001701
      0.8976      -1.934     0.04343         7.9     0.01163    0.001163
       1.204     -0.9535     0.04343          16      0.1113     0.01113
        1.38     -0.8834     0.04343          24      0.1308     0.01308
           2      0.1461      0.1052         100         1.4       0.339
       2.204       0.415      0.1323         160         2.6      0.7918
       2.398      0.6464      0.1045         250        4.43       1.066
       5.301      -1.948      0.1021       2e+05     0.01127     0.00265
