#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -0.876     0.04343        2.15       0.133      0.0133
      0.5563      -1.165     0.04343         3.6     0.06846    0.006846
      0.6532        -1.2     0.04343         4.5     0.06303    0.006303
      0.7634      -1.359     0.04343         5.8     0.04376    0.004376
      0.8976     -0.8775     0.04343         7.9      0.1326     0.01326
       1.204      -0.631     0.04343          16      0.2339     0.02339
        1.38     -0.5704     0.04343          24      0.2689     0.02689
           2      0.7703     0.04343         100       5.893      0.5893
       2.204       1.004     0.04343         160        10.1        1.01
       2.398      0.9877      0.0576         250       9.722       1.289
       2.544      0.6874      0.1056         350       4.868       1.184
       2.699      0.5954      0.1695         500       3.939       1.538
       5.301      -1.978      0.1038       2e+05     0.01052    0.002514
