#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324       -1.12     0.04343        2.15     0.07586    0.007586
      0.5563     -0.9329     0.04343         3.6      0.1167     0.01167
      0.6532      -1.002     0.04343         4.5     0.09944    0.009944
      0.7634      -1.171     0.04343         5.8     0.06743    0.006743
      0.8976      -1.247     0.04343         7.9     0.05667    0.005667
       1.204     -0.7825     0.04343          16       0.165      0.0165
        1.38      -0.716     0.04343          24      0.1923     0.01923
           2      0.3659     0.06681         100       2.322      0.3572
       2.204      0.6222     0.09112         160        4.19      0.8791
       2.398       1.051     0.05557         250       11.24       1.439
       2.544      0.9374     0.07353         350       8.658       1.466
       2.699      0.8456       0.165         500       7.008       2.662
       5.301      -1.495     0.04343       2e+05       0.032      0.0032
