#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.304     0.04343        2.15    0.004966   0.0004966
      0.5563      -1.926     0.04343         3.6     0.01186    0.001186
      0.6532      -1.839     0.04343         4.5     0.01449    0.001449
      0.7634      -1.751     0.04343         5.8     0.01775    0.001775
      0.8976      -1.825     0.04343         7.9     0.01496    0.001496
        1.38     -0.9739     0.04343          24      0.1062     0.01062
           2      0.4504      0.0767         100       2.821      0.4983
       2.398      0.8051      0.2034         250       6.384        2.99
       2.699      0.9739     0.07462         500       9.417       1.618
       5.301      -1.714     0.06526       2e+05      0.0193      0.0029
