#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.872     0.04343        2.15     0.01343    0.001343
      0.5563      -1.657     0.04343         3.6     0.02201    0.002201
      0.6532      -1.681     0.04343         4.5     0.02085    0.002085
      0.7634       -1.76     0.04343         5.8     0.01738    0.001738
      0.8976      -1.694     0.04343         7.9     0.02024    0.002024
       1.204     -0.8225     0.05996          16      0.1505     0.02078
        1.38     -0.8013     0.04343          24       0.158      0.0158
           2      0.5278     0.06602         100       3.372      0.5125
       2.204      0.8986     0.06553         160       7.918       1.195
       2.398       1.016      0.1396         250       10.37       3.335
       2.544       1.005      0.1665         350       10.12       3.882
       5.301      -1.469     0.08558       2e+05       0.034      0.0067
