#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.7634      -2.849      -2.849         5.8    0.000599    0.000409
      0.8976      -2.886      -2.886         7.9    0.000349    0.000476
           2     0.03817     0.03817         100      0.4181      0.3369
       2.204      0.3788      0.3788         160       1.039      0.6764
       2.398        10.3        10.3         250         -99       1e+10
       2.544      0.6308      0.6308         350   2.905e-07       2.137
       2.699        10.3        10.3         500         -99       1e+10
       2.929      0.3361      0.3361         850   2.068e-10       1.084
       3.064      0.1963      0.1963        1160    2.13e-10      0.7856
       5.301      -2.324      -2.324       2e+05  -0.0002726    0.002505
