#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.476     0.04343        2.15     0.03342    0.003342
      0.5563      -1.638     0.04343         3.6     0.02304    0.002304
      0.6532      -1.663     0.04343         4.5     0.02174    0.002174
      0.7634      -1.789     0.04343         5.8     0.01627    0.001627
      0.8976      -1.372     0.04343         7.9     0.04251    0.004251
       1.204     -0.9772     0.04343          16      0.1054     0.01054
        1.38     -0.9307     0.04343          24      0.1173     0.01173
           2      0.4694     0.05026         100       2.947       0.341
       2.204      0.6147     0.08677         160       4.118      0.8228
       2.398      0.8098     0.06723         250       6.454      0.9991
       2.544      0.6209      0.1656         350       4.177       1.593
       5.301        -1.9     0.08617       2e+05      0.0126      0.0025
