#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324        -0.7     0.04343        2.15      0.1995     0.01995
      0.5563     -0.9991     0.04343         3.6      0.1002     0.01002
      0.6532      -1.008     0.04343         4.5     0.09825    0.009825
      0.7634      -1.115     0.04343         5.8     0.07668    0.007668
      0.8976     -0.6461     0.04343         7.9      0.2259     0.02259
        1.38     -0.1733     0.04343          24      0.6709     0.06709
           2       1.237     0.04343         100       17.25       1.725
       2.204       1.461     0.04343         160       28.91       2.891
       2.398       1.339     0.04387         250       21.82       2.204
       2.544       1.122     0.09764         350       13.24       2.977
       5.301      -0.901     0.04343       2e+05      0.1256     0.01256
