#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.004     0.04343        2.15    0.009908   0.0009908
      0.5563      -1.796     0.04343         3.6     0.01601    0.001601
      0.6532      -1.902     0.04343         4.5     0.01254    0.001254
      0.7634      -1.943     0.04343         5.8      0.0114     0.00114
      0.8976      -2.038     0.04343         7.9    0.009153   0.0009153
       1.204       -1.35     0.06209          16     0.04469    0.006389
        1.38      -1.115     0.04343          24     0.07665    0.007665
           2     0.05136      0.1802         100       1.126      0.4671
       2.204      0.5002      0.1539         160       3.164       1.121
       2.398      0.4686      0.1363         250       2.942      0.9235
