#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.128     0.04343        2.15    0.007447   0.0007447
      0.5563      -1.866     0.04343         3.6     0.01361    0.001361
      0.6532      -1.807     0.04343         4.5     0.01559    0.001559
      0.7634      -1.933     0.04343         5.8     0.01168    0.001168
      0.8976      -1.948     0.04343         7.9     0.01127    0.001127
        1.38     -0.9889     0.04343          24      0.1026     0.01026
           2      0.2559      0.1181         100       1.803      0.4901
       2.204      0.5132      0.1306         160        3.26      0.9803
       2.398       0.699      0.1285         250       5.001        1.48
       2.544      0.6957      0.1599         350       4.962       1.827
       5.301      -2.134      0.1567       2e+05    0.007345     0.00265
