#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.5563      -2.643     0.04343         3.6    0.002275   0.0002275
      0.6532      -2.625     0.04343         4.5    0.002374   0.0002374
      0.7634      -2.631     0.05867         5.8    0.002339    0.000316
      0.8976      -2.559     0.05887         7.9    0.002759    0.000374
       1.204      -1.548       0.149          16     0.02834     0.00972
        1.38      -1.167     0.04343          24     0.06813    0.006813
       2.204      0.4788      0.0924         160       3.011      0.6407
       2.544       1.055      0.1244         350       11.36       3.255
       2.699      0.9619     0.06507         500       9.161       1.373
       5.301      -1.416     0.04637       2e+05      0.0384      0.0041
