#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.7634      -2.735      -2.735         5.8    0.000684    0.000578
       1.204       7.301       7.301          16         -99       1e+07
        1.38      -1.589      -1.589          24    0.006782    0.009505
           2     0.01028     0.01028         100   1.792e-05       0.512
       2.204      0.5021      0.5021         160   1.745e-05       1.589
       2.398      0.9755      0.9755         250       2.518       3.467
       2.544       1.118       1.118         350       3.586       4.762
       2.699        10.3        10.3         500         -99       1e+10
       2.929      0.5688      0.5688         850      0.3674       1.669
       3.064      0.3473      0.3473        1160      0.2858      0.9695
