#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324       -1.54     0.04343        2.15     0.02884    0.002884
      0.5563      -1.263     0.04343         3.6     0.05456    0.005456
      0.6532      -1.317     0.04343         4.5     0.04815    0.004815
      0.7634       -1.31     0.04343         5.8     0.04894    0.004894
      0.8976      -1.273     0.04343         7.9     0.05334    0.005334
       1.204     -0.5271     0.04343          16      0.2971     0.02971
        1.38     -0.2908     0.04343          24      0.5119     0.05119
           2      0.9691     0.04343         100       9.314      0.9314
       2.204       1.161     0.04343         160        14.5        1.45
       2.398       1.145     0.07569         250       13.95       2.431
       2.544       1.117      0.1533         350       13.09        4.62
       5.301      -1.299     0.06835       2e+05      0.0502      0.0079
