#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.968     0.04343        2.15     0.01076    0.001076
      0.5563      -1.772     0.04343         3.6      0.0169     0.00169
      0.6532      -1.902     0.04343         4.5     0.01253    0.001253
      0.7634      -1.889     0.04343         5.8     0.01291    0.001291
      0.8976       -1.96     0.04343         7.9     0.01097    0.001097
       1.204     -0.8459     0.04343          16      0.1426     0.01426
        1.38     -0.7721     0.04343          24       0.169      0.0169
           2      0.5078      0.0455         100        3.22      0.3373
       2.204       0.676     0.08037         160       4.743      0.8778
       5.301       -2.07      0.1277       2e+05    0.008518    0.002505
