#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324       -2.08     0.04343        2.15    0.008318   0.0008318
      0.5563      -1.683     0.04343         3.6     0.02076    0.002076
      0.6532      -1.576     0.04343         4.5     0.02655    0.002655
      0.7634      -1.443     0.04343         5.8     0.03608    0.003608
      0.8976      -1.593     0.04343         7.9     0.02551    0.002551
        1.38     -0.4828     0.04343          24       0.329      0.0329
           2      0.3318      0.1546         100       2.147       0.764
       2.204      0.9401     0.07791         160       8.711       1.563
       2.398        1.16      0.1013         250       14.44       3.368
       2.929      0.5368      0.2023         850       3.442       1.603
       5.301      -1.264     0.04343       2e+05      0.0545     0.00545
