#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.932     0.04343        2.15     0.01169    0.001169
      0.5563      -1.687     0.04343         3.6     0.02056    0.002056
      0.6532      -1.783     0.04343         4.5     0.01649    0.001649
      0.7634      -1.879     0.04343         5.8     0.01321    0.001321
      0.8976      -1.805     0.04343         7.9     0.01565    0.001565
       1.204     -0.7943     0.04343          16      0.1606     0.01606
        1.38     -0.7607     0.04343          24      0.1735     0.01735
           2      0.4661     0.05359         100       2.925      0.3609
       2.204      0.8062     0.04912         160       6.401      0.7239
       2.398      0.7416      0.1611         250       5.516       2.046
       5.301      -1.883     0.08431       2e+05      0.0131    0.002543
