#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.7634       -1000       -1000         5.8    -0.00087    0.000409
      0.8976      -2.769      -2.769         7.9    0.000739    0.000481
       1.204      -1.606      -1.606          16    0.008845    0.007964
        1.38      -1.699      -1.699          24   8.071e-11     0.01001
           2     -0.1654     -0.1654         100   1.792e-05      0.3417
       2.204      0.2065      0.2065         160      0.1623      0.7232
       2.398        10.3        10.3         250         -99       1e+10
       2.544        10.3        10.3         350         -99       1e+10
       2.699        10.3        10.3         500         -99       1e+10
       2.929        10.3        10.3         850         -99       1e+10
       3.064        10.3        10.3        1160         -99       1e+10
