#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.848     0.04343        2.15     0.01419    0.001419
      0.5563      -1.542     0.04343         3.6      0.0287     0.00287
      0.6532      -1.646     0.04343         4.5      0.0226     0.00226
      0.7634      -1.716     0.04343         5.8     0.01923    0.001923
      0.8976      -1.755     0.04343         7.9     0.01756    0.001756
       1.204      -1.038     0.05316          16     0.09158     0.01121
        1.38     -0.8219      0.0438          24      0.1507      0.0152
           2      0.2092     0.09391         100       1.619      0.3501
       2.204      0.4869      0.1258         160       3.068       0.889
       2.398      0.6914      0.1706         250       4.914        1.93
       5.301      -1.826     0.08599       2e+05     0.01493    0.002956
