#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.448     0.04343        2.15     0.03565    0.003565
      0.5563      -1.262     0.04343         3.6     0.05464    0.005464
      0.6532      -1.356     0.04343         4.5     0.04404    0.004404
      0.7634      -1.471     0.04343         5.8     0.03384    0.003384
      0.8976      -1.429     0.04343         7.9     0.03726    0.003726
       1.204     -0.7833     0.04343          16      0.1647     0.01647
        1.38     -0.7615     0.04343          24      0.1732     0.01732
           2       0.343     0.08822         100       2.203      0.4475
       2.204      0.7711     0.05882         160       5.904      0.7996
       2.398      0.9186      0.1436         250       8.291       2.741
       5.301      -1.514     0.07238       2e+05      0.0306      0.0051
