#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.352     0.04343        2.15     0.04446    0.004446
      0.5563      -1.197     0.04343         3.6      0.0635     0.00635
      0.6532      -1.347     0.04343         4.5     0.04502    0.004502
      0.7634      -1.411     0.04343         5.8     0.03882    0.003882
      0.8976       -1.56     0.04343         7.9     0.02757    0.002757
       1.204      -1.018     0.04343          16     0.09592    0.009592
        1.38     -0.9237     0.04343          24      0.1192     0.01192
           2      0.1604       0.106         100       1.447      0.3533
       2.204      0.6168     0.09777         160       4.138      0.9316
       2.398       1.035     0.09121         250       10.85       2.279
       5.301      -1.905     0.08874       2e+05     0.01244    0.002542
