#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324       -1.86     0.04343        2.15      0.0138     0.00138
      0.5563      -1.729     0.04343         3.6     0.01865    0.001865
      0.6532      -1.687     0.04343         4.5     0.02057    0.002057
      0.7634      -1.717     0.04343         5.8      0.0192     0.00192
      0.8976      -1.837     0.04343         7.9     0.01456    0.001456
        1.38     -0.7018     0.04343          24      0.1987     0.01987
           2      0.3574     0.09312         100       2.277      0.4882
       2.204       0.921     0.04942         160       8.336      0.9486
       3.064      0.2165      0.2122        1160       1.646      0.8045
       5.301      -1.845     0.08929       2e+05     0.01428    0.002936
