#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.712     0.04343        2.15     0.01941    0.001941
      0.5563      -1.592     0.04343         3.6      0.0256     0.00256
      0.6532      -1.738     0.04343         4.5     0.01826    0.001826
      0.7634        -1.8     0.04343         5.8     0.01585    0.001585
      0.8976      -1.851     0.04343         7.9     0.01408    0.001408
       1.204     -0.9097     0.04343          16      0.1231     0.01231
        1.38      -0.791     0.04343          24      0.1618     0.01618
           2      0.4384     0.05561         100       2.744      0.3514
       2.204       0.561     0.09776         160       3.639      0.8193
       5.301      -1.807     0.07795       2e+05      0.0156      0.0028
