#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.328     0.04343        2.15     0.04699    0.004699
      0.5563       -1.13     0.04343         3.6      0.0742     0.00742
      0.6532      -1.196     0.04343         4.5     0.06365    0.006365
      0.7634      -1.343     0.04343         5.8     0.04536    0.004536
      0.8976      -1.339     0.04343         7.9     0.04581    0.004581
       1.204     -0.4753     0.04343          16      0.3347     0.03347
        1.38     -0.4969     0.04343          24      0.3185     0.03185
           2      0.6293     0.04343         100       4.259      0.4259
       2.204      0.9959     0.04343         160       9.905      0.9905
       2.398        1.14     0.06383         250        13.8       2.028
       2.544      0.9972      0.1122         350       9.936       2.568
       2.699      0.8987      0.1462         500       7.919       2.666
       5.301      -1.461     0.09414       2e+05      0.0346      0.0075
