#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324       5.301       5.301        2.15         -99       1e+05
      0.6532       5.301       5.301         4.5         -99       1e+05
      0.7634       -1000       -1000         5.8   -0.002894    0.000875
      0.8976      -2.439      -2.439         7.9   -0.000187    0.001913
       1.204       7.301       7.301          16         -99       1e+07
           2       5.707       5.707         100       1.776   2.547e+05
       2.204      0.9304      0.9304         160       3.972       2.274
       2.398        10.3        10.3         250         -99       1e+10
       2.544        10.3        10.3         350         -99       1e+10
       2.699        10.3        10.3         500         -99       1e+10
       2.929        10.3        10.3         850         -99       1e+10
       3.064        10.3        10.3        1160         -99       1e+10
       5.301      -2.208      -2.208       2e+05   0.0006651    0.002766
