#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.508     0.04343        2.15    0.003105   0.0003105
      0.5563      -2.218     0.04343         3.6    0.006054   0.0006054
      0.6532      -2.038     0.04343         4.5    0.009163   0.0009163
      0.7634      -1.864     0.04343         5.8     0.01368    0.001368
      0.8976      -1.796     0.04343         7.9     0.01598    0.001598
        1.38     -0.8639     0.04343          24      0.1368     0.01368
       2.204      0.5176      0.1446         160       3.293       1.097
       2.398      0.7575      0.1516         250       5.722       1.998
       2.544       1.042      0.1521         350       11.01       3.855
       2.699       1.131      0.0746         500       13.51        2.32
       2.929      0.5448      0.1899         850       3.506       1.533
       5.301      -1.327     0.06086       2e+05      0.0471      0.0066
