#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.616     0.04343        2.15     0.02421    0.002421
      0.5563      -1.449     0.04343         3.6     0.03559    0.003559
      0.6532       -1.56     0.04343         4.5     0.02755    0.002755
      0.7634       -1.63     0.04343         5.8     0.02344    0.002344
      0.8976      -1.705     0.04343         7.9     0.01971    0.001971
       1.204     -0.8339     0.04343          16      0.1466     0.01466
        1.38      -0.677     0.04343          24      0.2104     0.02104
           2      0.4719     0.05239         100       2.964      0.3575
       2.204      0.7727     0.06997         160       5.925      0.9545
       2.398       1.045     0.09153         250       11.08       2.335
       2.544      0.7954      0.2039         350       6.243        2.93
       5.301      -1.684     0.06924       2e+05      0.0207      0.0033
