#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324        -2.5     0.04343        2.15    0.003162   0.0003162
      0.5563      -2.056     0.04343         3.6    0.008795   0.0008795
      0.6532      -1.896     0.04343         4.5     0.01271    0.001271
      0.7634      -1.831     0.04343         5.8     0.01475    0.001475
      0.8976      -1.991     0.04343         7.9     0.01022    0.001022
        1.38     -0.9535     0.04343          24      0.1113     0.01113
           2      0.3996     0.07564         100       2.509      0.4371
       2.204      0.8473     0.07844         160       7.035       1.271
       2.398        1.09      0.1013         250        12.3       2.869
       2.544       1.162        0.17         350       14.52       5.682
       5.301      -1.594     0.05203       2e+05     0.02546     0.00305
