#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.704     0.04343        2.15    0.001977   0.0001977
      0.5563      -2.259     0.04343         3.6    0.005505   0.0005505
      0.6532      -2.296     0.04343         4.5    0.005057   0.0005057
      0.7634       -2.16     0.04343         5.8    0.006923   0.0006923
      0.8976      -2.187     0.04489         7.9    0.006502    0.000672
        1.38     -0.9767     0.04343          24      0.1055     0.01055
           2     0.08228      0.1615         100       1.209      0.4494
       2.204      0.5048      0.1304         160       3.198      0.9598
       2.398      0.6541      0.1563         250       4.509       1.623
       5.301      -1.873     0.08715       2e+05     0.01341    0.002691
