#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.8976      -2.604      -2.604         7.9    0.001025    0.000733
       1.204       7.301       7.301          16         -99       1e+07
           2      0.1527      0.1527         100      0.7073       0.357
       2.204      0.4922      0.4922         160       1.422       0.842
       2.398        10.3        10.3         250         -99       1e+10
       2.544        10.3        10.3         350         -99       1e+10
       2.699        10.3        10.3         500         -99       1e+10
       2.929      0.4305      0.4305         850   2.068e-10       1.347
       3.064        10.3        10.3        1160         -99       1e+10
       5.301      -2.287      -2.287       2e+05  -0.0003326    0.002749
