#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324          -2     0.04343        2.15        0.01       0.001
      0.5563      -1.773     0.04343         3.6     0.01685    0.001685
      0.6532       -1.89     0.04343         4.5     0.01289    0.001289
      0.7634      -1.933     0.04343         5.8     0.01167    0.001167
      0.8976      -1.989     0.04343         7.9     0.01025    0.001025
        1.38     -0.9821     0.04343          24      0.1042     0.01042
           2      0.3772     0.09585         100       2.383       0.526
       2.204      0.4483      0.1645         160       2.807       1.064
       2.398      0.7335     0.09454         250       5.414       1.179
       5.301      -2.032      0.1249       2e+05    0.009279    0.002669
