#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324       -1.58     0.04343        2.15      0.0263     0.00263
      0.5563      -1.399     0.04343         3.6     0.03986    0.003986
      0.6532      -1.503     0.04343         4.5     0.03143    0.003143
      0.7634      -1.584     0.04343         5.8     0.02605    0.002605
      0.8976      -1.538     0.04343         7.9     0.02895    0.002895
       1.204      -0.699     0.04343          16         0.2        0.02
        1.38     -0.6517     0.04343          24       0.223      0.0223
           2      0.3806        0.11         100       2.402      0.6084
       2.204      0.6814      0.1172         160       4.802       1.296
       2.398      0.8201      0.1898         250       6.609       2.889
       5.301      -1.738     0.06408       2e+05      0.0183      0.0027
