#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.308     0.04343        2.15     0.00492    0.000492
      0.5563      -2.223     0.04343         3.6    0.005981   0.0005981
      0.6532      -2.154     0.04343         4.5    0.007021   0.0007021
      0.7634      -1.836     0.04343         5.8     0.01459    0.001459
      0.8976       -1.36     0.04343         7.9      0.0437     0.00437
       1.204     -0.6992     0.04343          16      0.1999     0.01999
        1.38     -0.4263     0.04343          24      0.3747     0.03747
           2      0.6976     0.04343         100       4.984      0.4984
       2.204      0.6682     0.07989         160       4.658      0.8569
       2.398       0.572      0.1069         250       3.732      0.9183
       5.301      -1.593      0.1022       2e+05      0.0255       0.006
