#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.268     0.04343        2.15     0.05395    0.005395
      0.5563      -1.329     0.04343         3.6      0.0469     0.00469
      0.6532      -1.509     0.04343         4.5     0.03096    0.003096
      0.7634      -1.474     0.04343         5.8      0.0336     0.00336
      0.8976      -1.637     0.04343         7.9     0.02307    0.002307
        1.38     -0.7373     0.04343          24      0.1831     0.01831
           2       0.369     0.07805         100       2.339      0.4203
       2.204      0.7895     0.06774         160       6.158      0.9605
       2.398      0.8239      0.1277         250       6.666        1.96
       5.301      -2.095      0.1601       2e+05    0.008038    0.002964
