#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.548     0.04343        2.15    0.002831   0.0002831
      0.5563      -2.216     0.04343         3.6    0.006087   0.0006087
      0.6532      -2.121     0.04343         4.5     0.00757    0.000757
      0.7634      -1.979     0.04343         5.8      0.0105     0.00105
      0.8976      -1.686     0.04343         7.9     0.02061    0.002061
       1.204      -1.201     0.04626          16     0.06297    0.006707
        1.38     -0.9825     0.04777          24      0.1041     0.01145
           2      0.3399     0.08902         100       2.187      0.4484
       2.204      0.6671     0.07664         160       4.646        0.82
       2.398      0.7568      0.1129         250       5.712       1.485
       2.544      0.9409     0.08154         350       8.728       1.639
       2.699      0.9631     0.09209         500       9.186       1.948
       5.301      -1.642     0.05143       2e+05      0.0228      0.0027
