#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.468     0.04343        2.15    0.003404   0.0003404
      0.5563      -2.454     0.04343         3.6    0.003517   0.0003517
      0.6532       -2.45     0.04343         4.5    0.003551   0.0003551
      0.7634      -2.424     0.05308         5.8    0.003764     0.00046
      0.8976      -2.381     0.05566         7.9    0.004159    0.000533
       1.204      -1.414      0.1031          16     0.03858    0.009162
        1.38     -0.7423     0.04343          24       0.181      0.0181
           2      0.6313     0.04343         100       4.278      0.4278
       2.204      0.8153     0.05525         160       6.536      0.8315
       2.398      0.7737     0.08474         250       5.938       1.159
       2.544      0.6979      0.1417         350       4.988       1.628
       5.301      -1.928      0.0991       2e+05     0.01181    0.002695
