#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.212     0.04343        2.15    0.006138   0.0006138
      0.5563      -1.573     0.04343         3.6     0.02671    0.002671
      0.6532      -1.507     0.04343         4.5     0.03111    0.003111
      0.7634      -1.596     0.04343         5.8     0.02537    0.002537
      0.8976      -1.629     0.04343         7.9      0.0235     0.00235
       1.204     -0.8703     0.04343          16      0.1348     0.01348
        1.38     -0.8897     0.04343          24      0.1289     0.01289
           2      0.7589     0.04343         100       5.739      0.5739
       2.204       1.042     0.04343         160          11         1.1
       2.398       1.069     0.09439         250       11.72       2.546
       2.544      0.9993     0.09841         350       9.985       2.262
       5.301       -1.45      0.1199       2e+05      0.0355      0.0098
