#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.7634      -2.816      -2.816         5.8    0.000694    0.000416
      0.8976      -2.963      -2.963         7.9    0.000142    0.000474
       1.204      -1.777      -1.777          16    0.001993    0.007352
        1.38       -1.92       -1.92          24    0.001699    0.005168
           2     -0.1225     -0.1225         100   1.792e-05      0.3771
       2.204      0.4464      0.4464         160       1.273      0.7611
       2.398        10.3        10.3         250         -99       1e+10
       2.544      0.6152      0.6152         350   2.905e-07       2.061
       2.699        10.3        10.3         500         -99       1e+10
       2.929       0.495       0.495         850      0.6737       1.226
       3.064      0.2345      0.2345        1160      0.1392      0.7884
