#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324       -2.12     0.04343        2.15    0.007586   0.0007586
      0.5563      -2.071     0.04343         3.6    0.008487   0.0008487
      0.6532      -2.205     0.04343         4.5    0.006235   0.0006235
      0.7634      -2.159     0.04343         5.8    0.006941   0.0006941
      0.8976      -1.861     0.04343         7.9     0.01376    0.001376
       1.204     -0.8233     0.04343          16      0.1502     0.01502
        1.38      -0.517     0.04343          24      0.3041     0.03041
           2       0.747     0.04343         100       5.585      0.5585
       2.204      0.5491      0.1829         160       3.541       1.491
       5.301      -1.892      0.1015       2e+05     0.01282    0.002997
