#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324       -1.26     0.04343        2.15     0.05495    0.005495
      0.5563      -1.442     0.04343         3.6      0.0361     0.00361
      0.6532      -1.521     0.04343         4.5     0.03015    0.003015
      0.7634      -1.619     0.04343         5.8     0.02405    0.002405
      0.8976      -1.395     0.04343         7.9     0.04029    0.004029
       1.204      -1.065     0.04343          16     0.08619    0.008619
        1.38     -0.9531     0.04343          24      0.1114     0.01114
           2      0.4028     0.09594         100       2.528      0.5584
       2.204      0.6979      0.1047         160       4.988       1.202
       2.398       0.874      0.1417         250       7.481        2.44
       5.301      -2.166      0.1572       2e+05    0.006816    0.002467
