#      _xxWS        ftot       firac        fagn        fsfr
#
     -0.5191      0.1126   2.401e-07   2.368e-12      0.1126
     -0.5091     0.08996   3.132e-07   2.368e-12     0.08995
     -0.4991     0.06731   4.143e-07   2.368e-12     0.06731
     -0.4891     0.04466   5.464e-07   2.368e-12     0.04466
     -0.4791     0.02202   7.219e-07   2.368e-12     0.02202
     -0.4691   1.041e-06   9.499e-07   2.368e-12   9.139e-08
     -0.4591   1.295e-06   1.202e-06   2.368e-12   9.309e-08
     -0.4491   1.608e-06   1.513e-06   2.368e-12   9.482e-08
     -0.4391   1.912e-06   1.816e-06   2.368e-12   9.658e-08
     -0.4291   2.307e-06   2.209e-06   2.368e-12   9.838e-08
     -0.4191    2.75e-06   2.649e-06   2.368e-12   1.002e-07
     -0.4091   3.279e-06   3.177e-06   2.368e-12   1.021e-07
     -0.3991   3.828e-06   3.724e-06   2.368e-12    1.04e-07
     -0.3891   4.611e-06   4.506e-06   2.368e-12   1.059e-07
     -0.3791   5.502e-06   5.395e-06   2.368e-12   1.079e-07
     -0.3691   6.487e-06   6.377e-06   2.368e-12   1.099e-07
     -0.3591   7.593e-06   7.481e-06   2.368e-12   1.119e-07
     -0.3491   8.777e-06   8.663e-06   2.368e-12    1.14e-07
     -0.3391   1.005e-05   9.937e-06   2.368e-12   1.161e-07
     -0.3291   1.148e-05   1.136e-05   2.368e-12   1.183e-07
     -0.3191   1.309e-05   1.297e-05   2.368e-12   1.205e-07
     -0.3091   1.502e-05    1.49e-05   2.368e-12   1.227e-07
     -0.2991   1.704e-05   1.692e-05   2.368e-12    1.25e-07
     -0.2891   1.939e-05   1.926e-05   2.368e-12   1.273e-07
     -0.2791    2.22e-05   2.207e-05   2.368e-12   1.297e-07
     -0.2691   2.566e-05   2.553e-05   2.368e-12   1.321e-07
     -0.2591   2.909e-05   2.896e-05   2.368e-12   1.346e-07
     -0.2491   3.298e-05   3.284e-05   2.368e-12   1.371e-07
     -0.2391   3.707e-05   3.693e-05   2.368e-12   1.396e-07
     -0.2291   4.144e-05   4.129e-05   2.368e-12   1.422e-07
     -0.2191   4.598e-05   4.584e-05   2.368e-12   1.448e-07
     -0.2091   5.095e-05    5.08e-05   2.368e-12   1.475e-07
     -0.1991   5.639e-05   5.624e-05   2.368e-12   1.503e-07
     -0.1891    6.22e-05   6.204e-05   2.368e-12   1.531e-07
     -0.1791   6.853e-05   6.837e-05   2.368e-12   1.559e-07
     -0.1691   7.546e-05    7.53e-05   2.368e-12   1.588e-07
     -0.1591    8.28e-05   8.263e-05   2.368e-12   1.618e-07
     -0.1491   9.015e-05   8.998e-05   2.368e-12   1.648e-07
     -0.1391   9.824e-05   9.807e-05   2.368e-12   1.678e-07
