#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -0.664     0.04343        2.15      0.2168     0.02168
      0.5563      -1.122     0.04343         3.6     0.07556    0.007556
      0.6532      -1.211     0.04343         4.5     0.06149    0.006149
      0.7634      -1.339     0.04343         5.8     0.04586    0.004586
      0.8976     -0.6191     0.04343         7.9      0.2404     0.02404
        1.38     -0.4108     0.04343          24      0.3883     0.03883
           2      0.9839     0.04343         100       9.636      0.9636
       2.204       1.165     0.04343         160       14.62       1.462
       2.398       1.012     0.06908         250       10.27       1.634
       5.301      -1.206     0.06144       2e+05      0.0622      0.0088
