#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324        -1.5     0.04343        2.15     0.03162    0.003162
      0.5563      -1.649     0.04343         3.6     0.02243    0.002243
      0.6532      -1.697     0.04343         4.5     0.02011    0.002011
      0.7634      -1.812     0.04343         5.8     0.01541    0.001541
      0.8976      -1.485     0.04343         7.9     0.03276    0.003276
       1.204      -1.184     0.04343          16     0.06548    0.006548
        1.38      -1.015     0.04343          24     0.09659    0.009659
           2      0.4047     0.06133         100       2.539      0.3586
       2.204      0.6046      0.0957         160       4.023      0.8865
       2.398      0.5398      0.1296         250       3.466       1.035
       5.301      -2.089      0.1419       2e+05    0.008151    0.002663
