#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324       -1.52     0.04343        2.15      0.0302     0.00302
      0.5563      -1.704     0.04343         3.6     0.01978    0.001978
      0.6532      -1.785     0.04343         4.5      0.0164     0.00164
      0.7634      -1.868     0.04343         5.8     0.01356    0.001356
      0.8976      -1.683     0.04343         7.9     0.02076    0.002076
       1.204      -1.397     0.08706          16     0.04012    0.008043
        1.38      -1.156     0.04343          24     0.06975    0.006975
           2      0.3338     0.05995         100       2.157      0.2977
       2.204      0.6147      0.0899         160       4.118      0.8523
       2.398      0.8092      0.1428         250       6.445       2.118
       5.301      -2.209      0.1772       2e+05    0.006177    0.002521
