#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.656     0.04343        2.15     0.02208    0.002208
      0.5563      -1.557     0.04343         3.6     0.02776    0.002776
      0.6532      -1.688     0.04343         4.5      0.0205     0.00205
      0.7634      -1.729     0.04343         5.8     0.01866    0.001866
      0.8976      -1.791     0.04343         7.9     0.01617    0.001617
       1.204     -0.7823     0.04343          16      0.1651     0.01651
        1.38      -0.679     0.04343          24      0.2094     0.02094
           2      0.4043     0.06097         100       2.537      0.3561
       2.204      0.6459     0.08773         160       4.425      0.8938
       2.398        0.78      0.1412         250       6.026       1.959
       5.301      -1.544      0.1002       2e+05      0.0286      0.0066
