#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.6532      -3.502      -3.502         4.5      -3e-06    0.000159
      0.7634      -2.558      -2.558         5.8     0.00088    0.000942
      0.8976      -2.296      -2.296         7.9     0.00207    0.001496
       1.204       7.301       7.301          16         -99       1e+07
           2     0.02531     0.02531         100      0.2808      0.3896
       2.204       10.38       10.38         160      -117.8    1.19e+10
       2.398        10.3        10.3         250         -99       1e+10
       2.544        10.3        10.3         350         -99       1e+10
       2.699        10.3        10.3         500         -99       1e+10
       2.929        10.3        10.3         850         -99       1e+10
       3.064        10.3        10.3        1160         -99       1e+10
       5.301      -2.259      -2.259       2e+05   0.0002871    0.002613
