#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.292     0.04343        2.15    0.005105   0.0005105
      0.5563      -1.977     0.04343         3.6     0.01055    0.001055
      0.6532      -1.948     0.04343         4.5     0.01127    0.001127
      0.7634      -1.844     0.04343         5.8     0.01433    0.001433
      0.8976       -1.85     0.04343         7.9     0.01411    0.001411
       1.204      -1.323     0.05601          16     0.04755    0.006132
        1.38     -0.7891     0.04343          24      0.1625     0.01625
           2      0.5532     0.04447         100       3.574       0.366
       2.204      0.8031     0.07305         160       6.355       1.069
       2.398      0.9912     0.08311         250         9.8       1.875
       2.544      0.9159      0.1518         350       8.239        2.88
       5.301       -1.67     0.05276       2e+05      0.0214      0.0026
