#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.5563       5.301       5.301         3.6         -99       1e+05
      0.7634       5.301       5.301         5.8         -99       1e+05
       1.204       7.301       7.301          16         -99       1e+07
        1.38      -1.497      -1.497          24   0.0004863     0.01569
           2      0.3652      0.3652         100      0.4416      0.9384
       2.204      0.6368      0.6368         160   1.745e-05       2.166
       2.544         1.5         1.5         350       11.25        10.2
       2.699       1.292       1.292         500        7.86       5.872
       2.929      0.6733      0.6733         850      0.5659       2.073
       3.064      0.4448      0.4448        1160       1.151      0.8166
