#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.356     0.04343        2.15     0.04406    0.004406
      0.5563      -1.193     0.04343         3.6     0.06412    0.006412
      0.6532      -1.237     0.04343         4.5     0.05795    0.005795
      0.7634      -1.389     0.04343         5.8     0.04083    0.004083
      0.8976      -1.414     0.04343         7.9     0.03853    0.003853
       1.204     -0.6786     0.04343          16      0.2096     0.02096
        1.38     -0.7572     0.04343          24      0.1749     0.01749
           2      0.2331      0.0832         100        1.71      0.3277
       2.204      0.7954     0.05014         160       6.243      0.7207
       2.398         1.1     0.04343         250       12.59       1.259
       2.544      0.9477     0.05642         350       8.866       1.152
       2.699      0.8597      0.1158         500        7.24       1.931
       5.301      -1.904     0.08975       2e+05     0.01246    0.002575
