#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -0.976     0.04343        2.15      0.1057     0.01057
      0.5563      -1.025     0.04343         3.6     0.09431    0.009431
      0.6532      -1.194     0.04343         4.5     0.06396    0.006396
      0.7634      -1.268     0.04343         5.8       0.054      0.0054
      0.8976      -1.462     0.04343         7.9     0.03455    0.003455
       1.204      -1.062      0.1316          16     0.08674     0.02628
        1.38     -0.9322     0.04343          24      0.1169     0.01169
           2     0.08035      0.1391         100       1.203      0.3855
       2.204      0.4635      0.1404         160       2.907      0.9396
       2.398      0.6857      0.1244         250        4.85       1.389
       2.544      0.8485      0.1302         350       7.054       2.115
       5.301       -2.18      0.1724       2e+05    0.006613    0.002625
