#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.784     0.04343        2.15    0.001644   0.0001644
      0.5563      -2.206     0.04343         3.6    0.006216   0.0006216
      0.6532      -2.012     0.04343         4.5    0.009735   0.0009735
      0.7634      -1.864     0.04343         5.8     0.01369    0.001369
      0.8976      -1.775     0.04343         7.9     0.01677    0.001677
        1.38     -0.9578     0.04343          24      0.1102     0.01102
           2       0.379     0.08625         100       2.393      0.4753
       2.204      0.5765      0.1491         160       3.771       1.295
       3.064      0.1424      0.1796        1160       1.388       0.574
       5.301      -1.407     0.08198       2e+05      0.0392      0.0074
