#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -0.224     0.04343        2.15       0.597      0.0597
      0.5563     -0.6417     0.04343         3.6      0.2282     0.02282
      0.6532     -0.7833     0.04343         4.5      0.1647     0.01647
      0.7634     -0.8867     0.04343         5.8      0.1298     0.01298
      0.8976     -0.2877     0.04343         7.9      0.5156     0.05156
       1.204     -0.3355     0.04343          16      0.4619     0.04619
        1.38     -0.2888     0.04343          24      0.5143     0.05143
           2       1.204     0.04343         100          16         1.6
       2.204       1.431     0.04343         160       26.97       2.697
       2.398       1.186     0.04343         250       15.35       1.535
       2.544      0.9665        0.14         350       9.257       2.984
       5.301      -1.398     0.08469       2e+05        0.04      0.0078
